Link;Dato;Stjerner;Rubrik;Underrubrik;Brødtekst;Kunstner;Gruppe;Solist;Forsanger_koen;Utroværdig;Dansk;Genre;Sted;Note
https://ekstrabladet.dk/musik/koncert_anmeldelser/vild-dramatik-paa-jysk-festival/9398311;26. Aug 2022;5;”vild-dramatik-paa-jysk-festival/9398311;"The Mavericks blødte store latinske følelser, da Tønder overgav sig til det storswingende superband 
";"The Mavericks lagde ud med ‘Dance the Night Away’, så det føltes som en programerklæring med fiesta på dagsordenen fredag aften.

Og en fest det blev det, da partybandet fra Miami, Florida kom til Tønder, Sønderjylland for at indtage den lokale festival som ubestridt hovednavn.

Man ville gifte sig med Tollundmanden eller selv en realitystjerne, hvis bare The Mavericks lovede at spille til brylluppet.

Showmændene swinger i en grad, der kan få knirkende gamle hoftepartier til at virke velsmurte, men de kan mere end at servere rock’n’roll, pop, salsa, blues, R&B, soul, folkemusik, Tex-Mex, surf, ska og country i en boblende cocktail.

Farver og krydderi
The Mavericks’ storslåede musik banker med blødende hjerter, og der var tidløst latinsk drama over veteranernes vildt lidenskabelige svingom med den store kærlighed.

Frontmand Raúl Malo croonede sin indre Elvis Presley frem gennem skjorteåbningen under en tindrende fortolkning af ’Blue Moon’, mens et par indslag fra romantikernes seneste album, ’En Español’, fik det til at føles, som om hedebølgen var skyllet tilbage.Syd for en blygrå himmel sendte The Mavericks et fyrværkeri af toner hen over de begejstrede nordboere.
Det var som en mexicansk buffet efter et langt liv med leverpostej. Farver og krydderi fra en anden verden.  

Desperado på flugt
Trommeslager Paul Deakin giver diskret The Mavericks deres uimodståelige svaj med et konstant fjedrende fundament. Leadguitarist Eddie Perez strutter omkring som påfuglen, der kræver din opmærksomhed.

Man skulle tro, desperadoen var på flugt fra en tvivlsom film af Robert Rodriguez, og hans flamboyante tøjstil er nok det eneste, der er lige så skarp som hans guitarlyd.  

For Eddie Perez er musik tyrefægtning, og han er født til et drama på liv og død i arenaen.

The Mavericks sluttede med en fuldkommen forrygende ‘All You Ever Do Is Bring Me Down’, men modsat sangens hovedperson, så er orkesteret universelt opløftende.

De var også på Tønder Festival i 2018. Forhåbentlig kommer de snart tilbage. Man ville gladeligt feste med dem hver fredag.   
";The Mavericks ;1;;;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/sort-aften-festival-faar-sparket/9396279;25. Aug 2022;4;”sort-aften-festival-faar-sparket/9396279;"Hovednavnet Madrugada lossede hårdt til Tønder under dunkel rockkoncert, der blev et klart lyspunkt
";"På forhånd virkede det malmfulde norske rockband Madrugada underligt malplaceret som hovednavn på Tønders traditionsrige festival for folkemusik.

Det var de også, da det kom til stykket. Hvis man ellers kan sige, at god musik kan være malplaceret.

Men relativt få publikummer stod klar ved hovedscenen torsdag aften i skumringen, og der var markant færre ved koncertens slutning, hvor de standhaftige blandt Tønders sandalbærende stamgæster havde fået et gevaldigt los i rynkerøven.

Det foregik med sorte læderstøvler og endnu mørkere rocksange om forpint kærlighed med dystre udsigter.  

Madrugada havde problemer med at trække folk til, men musikalsk havde de intet besvær med at fylde den betragtelige udendørs skueplads. Filmiske kvaliteter
Deres 80 minutter lange sæt var enormt vellydende og simpelthen bare overbevisende leveret i en grad, så gruppen faktisk fremstår bestyrket efter comebacket i 2018.

Madrugadas brusende sound har måske nok et noget standardiseret, ensartet og tilstræbt præg, men selvom de bærer deres lydæstetik som et lejet jakkesæt, så har de i hvert fald fundet den rigtige størrelse.Den ellers magtfulde frontmand, Sivert Høyem, forsvandt dog alt for langt ned i Nick Caves inderlomme under ’Black Mambo’, og bandets bundsolide materiale føles ofte som coversange, de selv har skrevet.
Sort sol er et fuglefænomen i Sønderjylland, men det er jo først og fremmest et legendarisk rockorkester, man blev mindet om, mens Madrugada tog på himmelflugt med vildt rockende ’Blood Shot Adult Commitment’.

Koncerten havde stærke filmiske kvaliteter også uden kortfilmene på storskærmen, og showet blev en storfilm, mens ’Majesty’ hang smukt i den lune sensommerluft.
Madrugada gik fra scenen, mens Elvis Presleys klassiske indspilning af ’If I Can Dream’ bragede fra anlægget, hvilket fik en til at drømme om mange flere malplacerede bands på Tønder Festival i fremtiden.   

";Madrugada;1;0;M;;0;Rock;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/til-grin-ingen-moedte-op/9376195;12. Aug 2022;3;”til-grin-ingen-moedte-op/9376195;"53 mennesker stod klar ved hovedscenen, for at se Donkey Sound starte andendagen på AiaSound
";"
Et par år efter Wafande offentliggjorde sin afskedsturné, er sangeren tilbage på scenerne.

Der er ikke umiddelbart tale om et populært lyncomeback.

Da christianitten fredag eftermiddag besøgte AiaSound som en del af den såkaldte supergruppe Donkey Sound, stod 53 mennesker klar til at byde d'herrer velkommen ved festivalens hovedscene, hvor der torsdag var godt fyldt med cirka 10.000 publikummer.

Musikkollektivet, der også består af Kaka, Pharfar, Fresh-I og Shaka Loveless, lod dog, som om de stod foran en tætpakket Orange, og sporadisk fik gutterne skabt en lille og uundgåeligt ret bizar fest med sange som 'Tomgang', 'Bang Bang (Reggaejam)' og 'Uartig'.

Sandaler og arme
Donkey Sounds fordanskning af dancehall leveres tilsat børnevenlig livsglæde og en gøgleragtig tilgang til showbiz, hvilket fik de latterligt få fremmødte til at spjætte lidt med sandalerne og vifte med armene.I hvert fald når de blev opfordret til det. Det blev de tit.
Vejrmæssigt mindede det om Jamaica, og symptomatisk for genren blev det en gakket forestilling, hvor der var flere afbrydelser end numre.
- Det er for varmt til at sige noget klogt! lød det fra Kaka, men det stoppede bestemt ikke kollegerne.

- Hvor er det fedt, at I allesammen er mødt op! udbrød Wafande, men han fik også solen lige i smasken.

Politisk engagerede
Donkey Sound er ikke kun engagerede i musikken. De går også op i politik:

- Vi skal støtte Palæstina! lød det en overgang.

Så blev den konflikt løst. Hvor svært kan det være?

Nu mangler de bare at løse problemet med deres manglende fans.

Der var vel 400, da de sluttede.";Donkey Sound;1;0;M;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/gik-helt-bananas-til-nattefest/9367884;7. Aug 2022;4;”gik-helt-bananas-til-nattefest/9367884;"Gorillaz swingede gennem Skanderborgs bøgeskov, og så fik abegildet en forfriskende ny dimension
";"Da Gorillaz senest var på dansk jord, faldt gruppens gæsterapper Del the Funky Homosapien ned fra Roskilde Festivals mægtige Orange i et vildt scenestyrt.

Fire år senere vendte Damon Albarns farverige tegneserieband tilbage til Danmark, og denne gang nøjedes frontmanden med at forlade Bøgescenerne for at gå en tur blandt publikum under ’Pirate Jet’.

Selve musikken kom imidlertid ud over scenekanten nærmest uafbrudt gennem 95 fornøjelige minutter sent lørdag aften.

Smukfest er en regulær abefest, men trods bandnavnet passer Gorillaz faktisk ikke naturligt ind i bøgeskoven.

Entusiastisk skare
Damon Albarns ensemble er jo noget så eksotisk som kreativt, og den legesyge tilgang til dubbet popmusik føltes indledningsvist som et fremmedelement på Smukfest, der generelt er endimensionelt på niveau med en fadøl. Forsamlingen vænnede sig dog hurtigt til, at der var kommet rigtig musik på festivalpladsen, og navnlig i koncertens sidste tredjedel gik den entusiastiske skare helt bananas til ’Stylo’, ’Andromeda’, ’Dirty Harry’, ’Feel Good Inc.’ og afsluttende ’Clint Eastwood’.
Damon Albarn fortalte, at hans familie oprindeligt stammede fra Jylland, så måske derfor så han ud til at føle sig hjemme, når han spankulerede rundt i centrum for sit orkesters festivitas med et fjoget smil.

’Strange Timez’ var ikke den eneste sang, der føltes som et humanistisk soundtrack til en mærkelig tid, og Gorillaz fik galskaben til at give mening, mens branderterne slingrede ud i natten.

Flere af dem så ud til at styrte direkte i brædderne.";Gorillaz;1;0;M;;0;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/fladpandet-helt-vildt-nederen/9365971;5. Aug 2022;2;”fladpandet-helt-vildt-nederen/9365971;"Smukfest hyldede fredag dansk hiphop med et show, der slingrede som en punkteret studentervogn
";"Dansk hiphop har jo udviklet sig markant fra generelt at være dårlig og ret upopulær til at blive dårligere og drønpopulær.

Genrens evolution blev afspejlet i Smukfests hyldestkoncert ’Made in Denmark - dansk hiphop’, der fredag aften præsenterede hits fra de seneste omtrent 25 år på knap halvanden time.

Suspekt lagde solidt ud. Få vil nok betegne dem som modne, men de var nærmest overmodne i det her selskab.

Showet blev overværet af et kådt kæmpepublikum og stank af studentervogn. Den blev punkteret igen og igen af blandt andre Marwan, Johnson, Icekiid, Kesi og Niarn, men Benjamin Hav kørte med klatten.

Den gakkede ener er et af dansk raps få beviser på, at det ikke er lovpligtigt at være en fordanskning af et amerikansk forbillede. Det er tilladt at være sig selv.Spændt op til lir
Der var imidlertid langt mere attitude end talent på Bøgescenerne. I et hæsblæsende tempo blev man ikke ligefrem stopfodret med substans.

Hiphoppens stærkeste hjemlige navn, Malk de Koijn, var ikke med, og L.O.C. ville også have pyntet gevaldigt, mens Tessa aldrig dukkede op, selvom det rappende røvgevir på forhånd var annonceret som en del af programmet.

Gilli og Branco var heller ikke savnet.Helt grotesk var Szhirley den eneste kvinde på scenen. Hun repræsenterede dog det stærke køn på imponerende vis ved at være spændt helt op til lir.
Det var Jokeren ikke.  

Veteranen snøvlede som et ringvrag, og mon ikke alle de unge rappere tager ved lære af det og fremadrettet skifter narkoen ud med havregrød.

Vi trænger i hvert fald til nogle helt nye toner i dansk hiphop.";NA;1;0;NA;Hyldest m flere kunstnere;;Hiphop;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/forrykt-utrolig-nat-paa-smukfest/9365039;05. Aug 2022;5;”forrykt-utrolig-nat-paa-smukfest/9365039;"Næsten ingen mødte op, da Kraftwerk mindede om, at de er et af musikhistoriens væsentligste bands
";"Der findes ikke en elektronisk musiker, som ikke er påvirket af Kraftwerk.

Til gengæld var der forsvindende få på Smukfest, som fandt frem til legendernes mageløse midnatskoncert på Stjernescenen.

Mens The Minds of 99 trak masserne til Bøgescenerne overværende en grotesk lille skare, at Kraftwerk foldede formatet og deres epokegørende repertoire ud i sommernatten.

75-årige Ralf Hütter er eneste tilbageværende medlem fra kvartettens gyldne år i 1970’erne, hvor tyskerne ved hjælp af æstetisk minimalisme, svimlende kreativitet og banebrydende teknologi opnåede status af den elektroniske musiks pendant til The Beatles.

Dynamisk lydbillede
Omtrent 50 år senere er futurismen nostalgisk, og der var noget nærmest nuttet over klassikerparaden, hvis melodiske kvaliteter og historiske tilsnit ikke desto mindre havde forbløffende effekt i et pragtfuldt organisk og dynamisk lydbillede.I forhold til Kraftwerks tidligere shows på dansk grund under eksempelvis Roskilde Festival og i DR Koncerthuset fremstod deres evige møde mellem maskinen og mennesket paradoksalt mere indtagende i den jyske bøgeskov, hvor det forladte hjørne af pladsen gav sættet en sær spøgelsesagtig fornemmelse.
Inden showtime fik de fremmødte udleveret 3D-briller, men forsøget på at levendegøre animationerne på storskærmen var en lidt trættende gimmick, og der var rigeligt med dimensioner i musikken.
Tonerne alene mindede om en kunstinstallation midt i Smukfests gøgl. Kontrasten var nærmest pervers. Og på sin vis både uvirkeligt rørende og tragisk som fremmødet.   

Føltes helt overjordisk
De ikoniske kompositioner ‘Computer World’, ‘The Man-Machine’, ‘Autobahn’, ‘The Model’, ‘Trans-Europe Express’ og ‘The Robots’ var som adstadigt bevægelige monumenter.

Mesterværket ’Radioactivity’ føltes helt overjordisk under stjernerne.

Uforlignelige ’Tour de France’ blev klappet mod målstregen af skaren, der langsomt blev endnu mindre og mindre, mens Kraftwerk holdt trit med fortiden.Til sidst var der måske 1000 publikummer tilbage. Det var uværdigt. Men Kraftwerk bukkede farvel med værdigheden i behold.    

Der findes stadig ingen som dem.";Kraftwek;1;0;;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/herligt-roevfuld-paa-smukfest/9365020;04. Aug 2022;4;”herligt-roevfuld-paa-smukfest/9365020;"Fabräk hader det meste, men den snottede punkduo gav festivalen en lussing, som publikum elskede
";"Popstjernerne har jo ødelagt ellers seje sager som læderbuksen, solbrillen og tatoveringen.

Efter Justin Bieber og den slags pjatrøve har overtaget rockgearet, kan ingen med respekt for sig selv vise sig offentligt med blæk på overkroppen.

Fabräk er undtagelsen, der beviser, at det faktisk stadig er muligt at være sej med tatoveringer. Konferencieren på Smukfests beskedne teltscene kaldte dem sågar ’et af landets sindssygeste livebands’.

Den nordsjællandske punkduo, der består af råbesangerne Anton Dyrby og Sixten Pozsonyi, sparkede dansk musik i nyrerne med forårets herlige debutalbum, ’Rige børn leger bedst’, og torsdag eftermiddag fik Østjylland et los i milten.

Meget betegnende
Det føltes godt. Specielt efter onsdagens bovlamme optrædener af popdrengene Lukas Graham, Hjalmer og Bieberen himself.

Trioen fortjente en røvfuld. I stedet fik vi en.

Trods styrtregn var der dog ikke mange under teltdugen, men dem, der var der, de var der virkelig, og særligt oppe foran fik ungdommen svedt nattens sprut, kebab og narko ud.

Der blev danset debilt til selv ’Dansehader’, hvilket var meget betegnende for Fabräk, der skriver lystige sange om alt det, de ikke holder af. I tiden før tatoverede børneidoler ville man kalde Anton Dyrby og Sixten Pozsonyi for utilpassede. 
Makkerparret og deres virkelystne backingband passede imidlertid godt ind i et lille hjørne af Smukfest, hvor publikum smed tøjet og deres drinks til de snottede toner af ’Voldsom’, ’Daarligt’ og ’Aftale’.  

Fabräks tatoveringer holder nok længere end deres karriere, men i tre kvarter støjede de, så man glemte verdens larm.";Fabräk;1;0;M;;;Punk;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/komisk-roderi-paa-roskilde/9324664;02. juli 2022;3;”komisk-roderi-paa-roskilde/9324664;De californiske søstre i Haim underholdt festivalen med spasmageri og tilmed et par gode popsange;"Bortset fra det er den 50. lørdag på Roskilde Festival, vil den ikke gå over i historien.

Musikalsk går Haim omtrent lige så langt tilbage som festivalen, for de lyder som Fleetwood Mac efter en tur på McDonald’s.

De tre søstre fra Los Angeles serverer måske nok musikalsk fastfood, men de gør det med ekstra fritter, et smil og gakkede ansigtsudtryk.

Da man var kommet sig over, at de ser nuttede ud, var der imidlertid ikke så meget mere at komme efter i et kort sæt på blot 67 minutter, hvor en hel del tid blev brugt på slapstick, spas og sniksnak.

Klovne omkring
Først til sidst formåede de at spille to sange i træk uden at klovne omkring mellem numrene, men på Oranges prærie, som var mere halvtom end halvfuld, så folk nu ud til at være ganske godt underholdt i solen.

Til højre for scenen var der sågar nogle unge, der begyndte at lege med et par utætte balloner, og Haim bidrog til aftenens entertainment i form af liflige ’Don’t Save Me’ og glamstampende ‘The Wire’ fra deres ret skønne debutalbum, ’Days Are Gone’.

Det enormt rodede sæt havde dog også ofte karakter af noget, som ikke burde forlade ungdomsskolen, men med charme og flot hår kompenserede familieforetagendet delvist for manglende musikalitet i et noget fesent lydbillede.

Sjovt i glimt. Glemt på 50 sekunder.";Haim;1;;F;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/freaky-fredag-vandvid-fra-aqua/9313373;25. juni 2022;4;”freaky-fredag-vandvid-fra-aqua/9313373;Tegneseriebandet fik branderterne til at gå helt bananas med gakket hitparade på Tinderbox i Odense;"Vand er ikke noget, de er særligt interesserede i på Tinderbox.

Men Aqua kunne de ikke få nok af.

- Jeg ville ønske, jeg kunne servere øl for jer allesammen lige nu! udbrød Lene Nystrøm smilende.

Det kunne hun ikke. I stedet serverede Aqua en flodbølge af hits.

Tiden tilbage
Veteranerne skruede tiden tilbage med ’Turn Back Time’ og alle de andre fra dengang i 90’erne, hvor halvdelen af verden elskede Aqua.

Det gjorde den anden halvdel ikke, men på en sen 'Freaky Friday' under Tinderbox virkede det, som om haderne havde parkeret hadet ved indgangen.

I øvrigt sammen med cyklen, som de aldrig finder igen, og det meste af hjernen.

Forsamlingen kunne dermed ikke blive mere klar til Aquas jukeboks, der spyttede schlagerne ud i versioner, som havde fået et gevaldigt skud Botox.Det var mere corny end kønt, men repertoirets mundrette omkvæd og melodiske træfsikkerhed gik rent ind hos en forsamling, der ellers var udenfor pædagogisk rækkevidde. 
Verdens bedste
Hvis Aqua er vores ABBA, så er Søren Rasted vores Benny Andersson. Lene Nystrøm nøjedes med at kalde ham ’verdens bedste eksmand’.

René Dif havde tabt sig så meget, at man næsten ikke kunne kende ham. Når han snakkede, var der dog ingen tvivl. Der er kun en René Dif, og han er stadig gakket.

Sangeren, eller hvad man nu skal kalde det, legede penis med mikrofonen med tungen ude af munden. Differen er 54 år gammel.

Det var underholdende underholdning af den slags, man ikke husker ret længe. I hvert fald ikke på Tinderbox.
";Aqua;1;9;F;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/fornoejelse-spaderne-gjorde-det/9313356;24. juni 2022;4;”fornoejelse-spaderne-gjorde-det/9313356;To guitarister har løftet popbandet Scarlet Pleasure, der besejrede kæmpescenen på fynske Tinderbox;"Der er ikke ret meget, som giver mening i festivallandet. Men Scarlet Pleasure gjorde på Tinderbox.

De oplyste hovedscenen i eftermiddagssolen. Det var en fornøjelse.

Ved hjælp af god gammeldags spilleglæde og en stribe lige så gode popsange skabte Scarlet Pleasure en elskværdigt tilfredsstillende oplevelse, mens gæsterne strømmede ind på den fynske savanne.

Den eneste special effect var Emil Golls solbriller, der flere gange gled fra frontmandens pande til næseryg.  

Københavnerne behøvede ikke mere, for musikken var nok, og den er blevet mere musikalsk og organisk, efter trioen er udvidet med to guitarister på scenen.

Uhæmmede skrål
Spaderne gav mere variation, og da Emil Goll også begyndte at spille guitar på ’SOS’, rockede gutterne, så det jo nærmest mindede om Lynyrd Skynyrds legendariske 18 strenge. Man var lige ved at råbe ’Free Bird’! - Drikker I vand? spurgte sangeren.
- Neeeeeeeeeej! svarede publikum.

- Drikker I alkohol? spurgte sangeren.

- Jaaaaaaaaaaa! svarede publikum.

Emil Goll tog en slurk vand, men ellers var han i sync med folket.

Dagen efter sankthansaften var der lejrbålsstemning under en akustisk sektion midtvejs. Det var intimt trods de massive omgivelser.

Der blev skrålet uhæmmet med på ’What a Life’ til sidst. Scarlet Pleasure er måske ikke den dybere mening med livet, men lige der kunne man sagtens leve med mindre.";Scarlet Pleasure;1;0;M;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/idiotisk-megakoncert-smadret/9310145;22. juni 2022;3;”idiotisk-megakoncert-smadret/9310145;Rammstein fik for anden gang på få år spoleret deres ildspruttende supershow af dagslys i Danmark;"Thomas Helmig tager vist ikke skade af lidt sol. Rammstein er ikke Thomas Helmig.

Onsdag smeltede det tyske metalband på dansk grund igen.

Som i Parken for tre år siden krydsede de grænsen på en af årets længste dage, og det blev solen i stedet for showet, der blændede publikum i Aarhus.

Rammstein gik på scenen klokken 20.39. ’Sonne’ kom 22.02. Solen gik ned 22.11. Det var lige ved at blive mørkt, da de sluttede klokken 22.51.

Det var tankeløs timing. Fornuftsstridig planlægning. Nærmest hjernedødt.

Virkede ikke
Rammsteins afsindige arsenal af bomber, røgmaskiner, flammekastere og fyrværkeri havde ringe effekt i den lyse sommeraften, hvor det føltes som knaldperler fra gadens møgunger i stedet for massivt isenkram fra et af Europas mægtigste livebands.

Det hedder mørkeræd. Ikke lysræd. Lydtrykket var ellers så mastodontisk, at de sikkert kunne høre det i Hamborg, og den gebommerlige scenekonstruktion rejste sig majestætisk som en blanding af et æstetisk kernekraftværk og forladt radiostation fra længe før murens fald.
Det lød godt. Det så godt ud. Det virkede ikke rigtigt.

Sporadisk fik ’Mein Herz brennt’, ’Links 2-3-4’ og ’Radio’ fat i publikum, men de kunne ikke holde grebet i forsamlingen, og i lange perioder stod folk bare og stod.

Føles ordinært
Den musikalske strækmarch trampede næsten helt igennem, da ’Du hast’ blev sparket fra scenen. Næsten.

Det var Rammsteins ottende danske optræden siden 2010, og som de mange aldrende hovednavne på nyligt overståede Copenhell, så har vi set dem så mange gange, at det ekstraordinære efterhånden føles ordinært.

Men man bliver nu aldrig træt af at se Till Lindemann, der fylder 60 i januar, fyre op under den sorte gryde til tonerne af ’Mein Teil’.

Kom tilbage i august næste gang. Vi lukker jer ikke ind i juni. Så kan I stå derude og banke på.";Rammstein ;1;0;M;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/chok-kongen-knuste-ikonerne/9304987;19. juni 2022;3;”chok-kongen-knuste-ikonerne/9304987;King Diamonds djævelske Mercyful Fate genopstod og gjorde det onde ved Iron Maiden på Copenhell;"Iron Maiden og Mercyful Fate var med til at starte metalgenren. Sent lørdag lukkede de Copenhell.

I skumringen lød Iron Maiden som heavy light på hovedscenen, og englændernes kostumebal med kulisseskift føltes indledningsvis som et tomt ritual.

Brugen af rekvisitter tangerede det tåbelige, så man ville ikke være blevet overrasket, hvis en bande havenisser var kommet ind fra højre for at kædedanse.

Men så skete der noget. Altså musikalsk.

Da mørket faldt på en time inde i showet, mindede ’Fear of the Dark’ om Iron Maidens gammelkendte kvaliteter, men det eneste, man egentlig var bange for, var, at Bruce Dickinsons bukser ville sprænge i skridtet. Resten af koncerten bød på en række klassikere, der er elskværdige som veteranernes kæledyr, Eddie.
Schlagerne er omtrent 40 år gamle. De holder endnu. Det gør Iron Maiden ikke. Okkult midnatsmesse
Kort før midnat blev det både kult og okkult, for Mercyful Fate gjorde comeback på Hades.

Metallica er blandt talrige bands, der er inspireret af københavnernes diabolske uhyrligheder, og både Lars Ulrich og James Hetfield så da også kisteglade med fra siden af scenen, mens Mercyful Fate genopstod på chokerende effektfuld vis. King Diamonds halsløse vræl er ikke for alle, men vræle det kan galningen altså stadig i vilden sky.
Koncertens overvældende kvalitet var dog det snerrende bid i kongeriffene fra guitaristerne Hank Shermann og Mike Wead, men hele kvartetten bag King Diamond spillede forbløffende tight. Faktisk nærmest som besatte.

Aktiv på knoglerne
Vokalisten var naturligvis også aktiv på knoglerne, han benyttede som en slags satanisk luftguitar. Det lyder måske lidt grinagtigt, men hvis Iron Maiden var latterlige, så var Mercyful Fate latterligt gode.

Repertoiret havde de primært hentet fra deres to berømte, berygtede og bestialske album ’Melissa’ og ’Don't Break the Oath’. Der var imidlertid også en ny, lang og ganske hæderlig skæring på sætlisten med titlen ’The Jackal of Salzburg’.   

Sjakalen fra Hvidovre alias Kim Bendix Petersen alias King Diamond hylede ’Evil’ mod slut, og lige der lød det, som om han havde opfundet ondskab.

Det var i hvert fald ondskabens triumf. Sådan smækker man porten til Copenhell i.";King Diamonds ;1;;M;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/unikt-torden-fra-blaa-himmel/9304817;18. juni 2022;5;”unikt-torden-fra-blaa-himmel/9304817;Det amerikanske metalband Mastodon buldrede og bragede fænomenalt på Copenhells hovedscene;"Mastodon er musikalske mastodonter, men popularitetsmæssigt er de knap så store.

Ikke desto mindre var det på Copenhells mægtige hovedscene, at det amerikanske orkester blev sat til at underholde tidligt lørdag aften, og det endte faktisk med en forbavsende stor oplevelse forholdene taget i betragtning.

Mastodon formåede at gøre scenen mindre ved hjælp af en nærværende, virtuos og koncentreret indsats, der cementerede bandets status som et af årtusindets mest spændende, kreative og fængslende metalnavne.

Psykedelisk drøm
Gruppen fra Atlanta, Georgia spiller som en psykedelisk drøm, mens de trækker det eventyrlige og poetiske ind i deres episke kompositioner, uden der går Harry Potter i den.

Det er snarere Moby Dick. Og Mastodons alt for korte sæt bølgede frem og tilbage. Mest frem.

‘Pushing the Tides’, ‘Teardrinker’ og ‘The Crux’ fra kapaciteternes seneste megaopus, ’Hushed and Grim’, skyllede uimodståeligt ind over pladsen, der trues af skybrud og tordenvejr efter midnat.

Det kom allerede, da ekvilibristerne sluttede med buldrende ’Blood and Thunder’.

Mastodon har altid stræbt efter det umulige. Og gjort det umulige. På Copenhell gjorde de det igen.";Mastodon;1;;M;;0;Metal;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/helte-saboteret-paa-hovedscenen/9304673;18. juni 2022;4;”helte-saboteret-paa-hovedscenen/9304673;"The Hellacopters kæmpede med lydudfald og publikum, men svenskerne rockede alligevel Copenhell
";"The Hellacopters laver mere medrivende rock’n’roll end stort set alle andre bands i solsystemet.

Det har danskerne bare aldrig opdaget.

Lørdag eftermiddag indtog de svenske rockhelte Copenhells hovedscene, og der var ikke halvfyldt på betonarealet. Heller ikke kvartfyldt.

Det skulle naturligvis ikke forhindre The Hellacopters i at flashe formatet i solen. Men det skulle tekniske problemer.

Lyden gik et par gange i starten, men da først højttalersystemet var blevet genstartet efter en kort pause, kickstartede kvintetten også koncerten for alvor.

Ingen steder hjemme
Guitaristen Dregen havde sin dårlige fod i en støttestøvle. The Hellacopters sparkede røv alligevel.Sangene fra deres forrygende nye comebackalbum, ’Eyes of Oblivion’, kunne sagtens klare konkurrencen i et sæt, der var spækket med numre, som har klassikerstatus inden for genren.
I hvert fald i Göteborg, Stockholm og Gävle.

Garagebandets fræsende musik hører ikke hjemme på en hovedscene. Det hørte slet ingen steder hjemme, at den kæmpemæssige sceneproduktion fra aftenens hovednavn, Iron Maiden, allerede stod som et truende monster bag The Hellacopters.

De kunne spille akustisk på Mars en tirsdag formiddag, og det ville blive fedt i en eller anden grad, men man forstår godt, hvis de ikke føler sig velkomne i Danmark længere.";The Hellacopters ;1;0;M;;;Metal;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/kaempe-kiks-ikke-gode-nok/9300136;15. Juni 2022;3;”kaempe-kiks-ikke-gode-nok/9300136;Mænd blev drenge igen, da Dizzy Mizz Lizzy dumpede manddomsprøve på Copenhells megascene;"Dizzy Mizz Lizzy på Copenhell?!

Det virker måske umiddelbart logisk som at præsentere Slipknot på Langelandsfestival, men der var faktisk mening med galskaben. Sådan da.

Drengene, der har planetens mindst seje bandnavn, blev mænd på comebackalbummet ’Forward in Reverse’ fra 2016, og to år gamle ’Alter Echo’ er jo næsten metal.

Ikke desto mindre virkede det som noget af en manddomsprøve, da Dizzy Mizz Lizzy tidligt onsdag aften indtog metalfestivalens massive hovedscene. Den bestod de ikke.

Lagde hårdt ud
Det begyndte ellers glimrende, for trioen lagde hårdt ud med to af deres stærkeste og tungeste sange, ’In the Blood’ og ’I Would If I Could But I Can’t’.

Derefter ville de stadig gerne, men de kunne ikke rigtigt. Tekniske problemer i introen til sættets tredje nummer, ’Brainless’, blev fikset i en fart, og alligevel var afbrækket nok til, at koncerten mistede momentum, inden den for alvor var kommet i gang.
Stort anlagte ’Amelia’, der strakte sig over 18 minutter, gik hen over heavyhovederne, mens afdæmpede ’The Middle’ nok levede op til publikums fordomme om Tim Christensen.

Mangler format
Det er altså primært en anden slags ballademagere, der færdes på Refshaleøen, og de ville hellere have dagens hovedret fra Metallica end lunken opvarmning.

Dizzy Mizz Lizzy har i nogen grad udvandet deres brand ved at optræde overalt i år, men det gør til gengæld, at de fremstår enormt sammenspillede.

I forhold til internationale forbilleder som Mastodon, der er på Copenhell lørdag, og Gojira, der burde have været her, men i stedet er i K.B. Hallen om en måned, savner danskerne altså ekvilibrisme og elementært format.

Dizzy Mizz Lizzy underholder i øvrigt på Langelandsfestival senere på sommeren.    ";Dizzy Mizz Lizzy;1;;M;;;;;
